experiment_number,num_students,num_schools,capacities_generated,num_capacities,num_repeats_profiles,num_repeat_sampler,epsilon,manipulators_ratio,default_fair_num_student,num_manipulations,algorithm,k,possible_percentage_manipulators,average_runtime,utility_rating_in_experiment,average_utility,average_utility_fair_students,average_utility_manipulator_students,average_actual_percentage_manipulators,average_number_manipulations,average_percentage_unassigned_students,average_percentage_unassigned_fair_students,average_percentage_unassigned_manipulator_students,k_to_schools_ratio
359.0,500,10,True,5,5,50,0.002,1.0,0,8,gs,7,100.0,925.36591050148,8.0,0.1003701020708931,0.0,0.1003701020708931,60.24,569.28,8.69952,0.0,8.69952,0.7
359.0,500,10,True,5,5,50,0.002,1.0,0,8,gs,8,100.0,980.9624163627624,7.0,0.1003702960278809,0.0,0.1003702960278809,62.256,432.2,4.73824,0.0,4.73824,0.8
359.0,500,10,True,5,5,50,0.002,1.0,0,8,gs,9,100.0,1030.0242994785308,11.0,0.0997925753625207,0.0,0.0997925753625207,27.56,146.88,3.45088,0.0,3.45088,0.9
359.0,500,10,True,5,5,50,0.002,1.0,0,8,gs,10,100.0,1031.6330965709683,10.0,0.0999578739684191,0.0,0.0999578739684191,0.0,0.0,0.0,0.0,0.0,1.0
359.0,500,10,True,5,5,50,0.002,1.0,0,8,boston,10,100.0,686.0125946235656,9.0,0.0999869245771274,0.0,0.0999869245771274,0.0,0.0,0.0,0.0,0.0,1.0
360.0,500,10,True,5,5,50,0.002,1.0,0,10,gs,1,100.0,767.8873106479645,6.0,0.1023160887189166,0.0,0.1023160887189166,77.312,1258.4,27.392,0.0,27.392,0.1
360.0,500,10,True,5,5,50,0.002,1.0,0,10,gs,2,100.0,786.0273009681702,10.0,0.0992931989007792,0.0,0.0992931989007792,90.696,1436.96,28.08112,0.0,28.08112,0.2
360.0,500,10,True,5,5,50,0.002,1.0,0,10,gs,3,100.0,820.6433648681641,11.0,0.0963953658425216,0.0,0.0963953658425216,76.44800000000001,1222.32,28.76016,0.0,28.76016,0.3
360.0,500,10,True,5,5,50,0.002,1.0,0,10,gs,4,100.0,859.5073397254944,9.0,0.1001430561812155,0.0,0.1001430561812155,76.50399999999999,1168.28,21.95248,0.0,21.95248,0.4
360.0,500,10,True,5,5,50,0.002,1.0,0,10,gs,5,100.0,903.879807138443,5.0,0.1023572103615629,0.0,0.1023572103615629,93.856,1114.68,16.86832,0.0,16.86832,0.5
360.0,500,10,True,5,5,50,0.002,1.0,0,10,gs,6,100.0,964.1833497619627,7.0,0.1021658345840336,0.0,0.1021658345840336,67.96,797.72,14.95456,0.0,14.95456,0.6
360.0,500,10,True,5,5,50,0.002,1.0,0,10,gs,7,100.0,1025.5731103515625,8.0,0.1017920949336442,0.0,0.1017920949336442,65.392,591.52,14.23536,0.0,14.23536,0.7
360.0,500,10,True,5,5,50,0.002,1.0,0,10,gs,8,100.0,1084.3012855052948,4.0,0.1024666167860264,0.0,0.1024666167860264,59.4,400.6,10.27136,0.0,10.27136,0.8
360.0,500,10,True,5,5,50,0.002,1.0,0,10,gs,9,100.0,1134.0112756252288,3.0,0.10330541008539,0.0,0.10330541008539,34.952,187.28,3.367360000000001,0.0,3.367360000000001,0.9
360.0,500,10,True,5,5,50,0.002,1.0,0,10,gs,10,100.0,1135.5476875972747,1.0,0.1034728661742496,0.0,0.1034728661742496,0.0,0.0,0.0,0.0,0.0,1.0
360.0,500,10,True,5,5,50,0.002,1.0,0,10,boston,10,100.0,756.0726906776429,2.0,0.1034124428963875,0.0,0.1034124428963875,0.0,0.0,0.0,0.0,0.0,1.0
37.0,100,10,True,5,5,50,0.005,0.5,50,5,gs,1,50.0,29.577803163528444,11.0,0.0769883017711798,0.039636120851484,0.1143404826908757,45.24,131.76,47.16,78.8912,15.4288,0.1
37.0,100,10,True,5,5,50,0.005,0.5,50,5,gs,2,50.0,30.0072864818573,10.0,0.079258377812319,0.0412290367811026,0.1172877188435354,48.32,125.04,44.0976,77.024,11.1712,0.2
37.0,100,10,True,5,5,50,0.005,0.5,50,5,gs,3,50.0,30.748050050735472,9.0,0.0891565696449882,0.0607664289897936,0.1175467103001829,50.0,156.28,32.768,63.0272,2.5088000000000004,0.3
37.0,100,10,True,5,5,50,0.005,0.5,50,5,gs,4,50.0,31.947122497558595,8.0,0.0938400266858634,0.0777159852683673,0.1099640681033595,49.8,145.36,26.6408,49.8,3.4816,0.4
37.0,100,10,True,5,5,50,0.005,0.5,50,5,gs,5,50.0,33.67899436950684,7.0,0.0962878365607467,0.0839623244391286,0.1086133486823648,46.92,111.92,23.2968,42.888000000000005,3.7056,0.5
37.0,100,10,True,5,5,50,0.005,0.5,50,5,gs,6,50.0,36.055400133132935,6.0,0.1002289310491471,0.0945726609506261,0.1058852011476682,42.84,89.44,17.118399999999998,28.9872,5.2496,0.6
37.0,100,10,True,5,5,50,0.005,0.5,50,5,gs,7,50.0,38.55206787109375,5.0,0.1016227571236231,0.0997153708978812,0.1035301433493651,29.84,53.04,13.8472,20.5392,7.1552,0.7
37.0,100,10,True,5,5,50,0.005,0.5,50,5,gs,8,50.0,41.51142854690552,4.0,0.1029350059227469,0.1020248058966947,0.1038452059487991,29.84,39.68,9.704,13.8736,5.534400000000001,0.8
37.0,100,10,True,5,5,50,0.005,0.5,50,5,gs,9,50.0,43.82643424034119,3.0,0.1040954464692871,0.1040452955790066,0.1041455973595677,13.48,13.8,4.9976,6.0768,3.9184,0.9
37.0,100,10,True,5,5,50,0.005,0.5,50,5,gs,10,50.0,43.99407943725586,2.0,0.1047934178036762,0.1051477319697075,0.1044391036376448,0.0,0.0,0.0,0.0,0.0,1.0
37.0,100,10,True,5,5,50,0.005,0.5,50,5,boston,10,50.0,29.36319966316223,1.0,0.1048463233489871,0.1052228675600339,0.1044697791379404,0.0,0.0,0.0,0.0,0.0,1.0
361.0,500,10,True,5,5,50,0.005,0.5,250,5,gs,1,50.0,283.99089108467103,11.0,0.0790394228387448,0.0283245737496911,0.1297542719277986,49.984,661.68,46.792,84.8096,8.7744,0.1
361.0,500,10,True,5,5,50,0.005,0.5,250,5,gs,2,50.0,288.38158427238466,10.0,0.0831398147945457,0.0481635847201218,0.1181160448689695,50.0,817.0,40.33488,72.18944,8.48032,0.2
361.0,500,10,True,5,5,50,0.005,0.5,250,5,gs,3,50.0,297.15821517944335,9.0,0.0879327785598301,0.065358444953752,0.1105071121659082,49.592,885.64,32.83904,59.95584,5.72224,0.3
361.0,500,10,True,5,5,50,0.005,0.5,250,5,gs,4,50.0,309.85515216827395,8.0,0.0905010836565303,0.0758406607868802,0.1051615065261804,49.848,821.52,27.812,50.38048,5.24352,0.4
361.0,500,10,True,5,5,50,0.005,0.5,250,5,gs,5,50.0,328.96574242591856,7.0,0.0927022961829379,0.0807975214580845,0.1046070709077913,49.24,698.64,23.53728,44.09664,2.97792,0.5
361.0,500,10,True,5,5,50,0.005,0.5,250,5,gs,6,50.0,351.877429189682,6.0,0.0940875814807862,0.0853206447293443,0.1028545182322282,48.944,517.04,20.04,37.46048,2.61952,0.6
361.0,500,10,True,5,5,50,0.005,0.5,250,5,gs,7,50.0,376.8794852161407,5.0,0.0964203071959317,0.0931659372817789,0.0996746771100845,35.632,315.12,15.46496,24.47584,6.45408,0.7
361.0,500,10,True,5,5,50,0.005,0.5,250,5,gs,8,50.0,401.903588180542,4.0,0.0978199052909732,0.0957223032393092,0.0999175073426372,33.128,217.2,10.546880000000002,17.51936,3.5744,0.8
361.0,500,10,True,5,5,50,0.005,0.5,250,5,gs,9,50.0,423.59758387565614,3.0,0.0994213894659053,0.0992048372912414,0.0996379416405692,13.752,71.76,4.58544,5.65216,3.51872,0.9
361.0,500,10,True,5,5,50,0.005,0.5,250,5,gs,10,50.0,424.4243908309937,1.0,0.1000122833866777,0.0999953429674924,0.100029223805863,0.0,0.0,0.0,0.0,0.0,1.0
361.0,500,10,True,5,5,50,0.005,0.5,250,5,boston,10,50.0,282.3448736000061,2.0,0.0999869245771274,0.0999727493838453,0.1000010997704095,0.0,0.0,0.0,0.0,0.0,1.0
362.0,500,10,True,5,5,50,0.005,0.5,250,8,gs,1,50.0,379.5932929706573,10.0,0.081132387019618,0.039564103854917,0.1227006701843189,49.96,786.44,43.36,78.8304,7.889600000000001,0.1
362.0,500,10,True,5,5,50,0.005,0.5,250,8,gs,2,50.0,388.0593106460572,11.0,0.0765325201809098,0.0501904456932134,0.1028745946686061,42.856,768.0,44.75008,71.4448,18.05536,0.2
362.0,500,10,True,5,5,50,0.005,0.5,250,8,gs,3,50.0,400.8853643417359,9.0,0.0834878645776239,0.0584981758991674,0.1084775532560803,48.072,760.64,38.5944,65.24608,11.94272,0.3
362.0,500,10,True,5,5,50,0.005,0.5,250,8,gs,4,50.0,421.161153345108,8.0,0.0897352663465966,0.0762747902385611,0.1031957424546322,46.576,781.2,30.0016,50.02272,9.98048,0.4
362.0,500,10,True,5,5,50,0.005,0.5,250,8,gs,5,50.0,449.2107215118408,6.0,0.0912814591633389,0.082460280679174,0.1001026376475039,46.728,725.28,26.49008,43.71903999999999,9.26112,0.5
362.0,500,10,True,5,5,50,0.005,0.5,250,8,gs,6,50.0,474.5215229892731,7.0,0.0910760252839965,0.0848573021275689,0.0972947484404242,41.792,500.88,26.21424,39.91584,12.51264,0.6
362.0,500,10,True,5,5,50,0.005,0.5,250,8,gs,7,50.0,505.68028554916384,5.0,0.0929946838434815,0.0871414132859599,0.0988479544010031,41.736,426.52,20.93312,34.75904,7.107200000000001,0.7
362.0,500,10,True,5,5,50,0.005,0.5,250,8,gs,8,50.0,536.7366767597199,4.0,0.0939817364759668,0.090328493303638,0.0976349796482955,36.152,272.92,16.38304,27.46496,5.301120000000001,0.8
362.0,500,10,True,5,5,50,0.005,0.5,250,8,gs,9,50.0,561.70200922966,3.0,0.0955112349835962,0.0946389859894756,0.0963834839777169,23.664,123.96,9.91664,14.11648,5.716800000000001,0.9
362.0,500,10,True,5,5,50,0.005,0.5,250,8,gs,10,50.0,562.547860994339,1.0,0.0968373771705577,0.096813601696904,0.0968611526442115,0.0,0.0,0.0,0.0,0.0,1.0
362.0,500,10,True,5,5,50,0.005,0.5,250,8,boston,10,50.0,375.5987881851197,2.0,0.0968239806706345,0.0968284334060504,0.0968195279352187,0.0,0.0,0.0,0.0,0.0,1.0
363.0,500,10,True,5,5,50,0.005,0.5,250,10,gs,1,50.0,343.7875682353973,10.0,0.094022063199302,0.0557556053783737,0.1322885210202303,48.256,727.96,37.4,70.01664,4.783359999999999,0.1
363.0,500,10,True,5,5,50,0.005,0.5,250,10,gs,2,50.0,351.14559314727785,11.0,0.0937398223568256,0.0668434702891452,0.1206361744245061,43.104,696.36,36.18816,62.09376,10.28256,0.2
363.0,500,10,True,5,5,50,0.005,0.5,250,10,gs,3,50.0,363.9237059593201,9.0,0.0991151982894643,0.0783914732727395,0.119838923306189,45.896,623.84,31.34816,53.23519999999999,9.46112,0.3
363.0,500,10,True,5,5,50,0.005,0.5,250,10,gs,4,50.0,384.2390035533905,8.0,0.1043633258364752,0.0951435951743453,0.1135830564986051,40.936,632.24,25.47792,39.1536,11.80224,0.4
363.0,500,10,True,5,5,50,0.005,0.5,250,10,gs,5,50.0,404.6448491382599,7.0,0.1055326787841453,0.1004105728846314,0.1106547846836592,33.576,439.28,23.53856,33.1504,13.92672,0.5
363.0,500,10,True,5,5,50,0.005,0.5,250,10,gs,6,50.0,432.5867211723328,6.0,0.1085649369286687,0.1025011456425413,0.1146287282147961,42.784,450.64,17.50608,29.51424,5.497920000000001,0.6
363.0,500,10,True,5,5,50,0.005,0.5,250,10,gs,7,50.0,461.01938269615175,5.0,0.1091247504005778,0.1051740560152812,0.1130754447858744,30.176,264.16,15.91776,25.112,6.723520000000001,0.7
363.0,500,10,True,5,5,50,0.005,0.5,250,10,gs,8,50.0,490.0800183200837,4.0,0.111381170402172,0.1098449860302336,0.1129173547741103,26.976,182.52,10.232,14.43296,6.031040000000001,0.8
363.0,500,10,True,5,5,50,0.005,0.5,250,10,gs,9,50.0,511.76059084892273,3.0,0.1127939046940548,0.112487868081738,0.1130999413063717,13.456,70.44,4.9896,6.15456,3.82464,0.9
363.0,500,10,True,5,5,50,0.005,0.5,250,10,gs,10,50.0,512.6125990867615,1.0,0.1134758454131903,0.1134096621480615,0.1135420286783191,0.0,0.0,0.0,0.0,0.0,1.0
363.0,500,10,True,5,5,50,0.005,0.5,250,10,boston,10,50.0,340.63284746170046,2.0,0.1134418796417603,0.1133417165938443,0.1135420426896763,0.0,0.0,0.0,0.0,0.0,1.0
364.0,500,10,True,5,5,50,0.005,0.75,125,5,gs,1,75.0,447.10301001548765,11.0,0.0959868764626653,0.0818594409559505,0.1006960216315702,62.52,835.24,37.272,56.09472,30.99776,0.1
364.0,500,10,True,5,5,50,0.005,0.75,125,5,gs,2,75.0,453.7519246482849,10.0,0.0980188761645153,0.0783278223857236,0.1045825607574458,63.696000000000005,966.52,32.27296,55.58528,24.502186666666667,0.2
364.0,500,10,True,5,5,50,0.005,0.75,125,5,gs,3,75.0,466.0967035293579,9.0,0.1019477463718197,0.0824412003428435,0.1084499283814784,71.27199999999999,1000.2,25.839360000000003,51.01184,17.448533333333334,0.3
364.0,500,10,True,5,5,50,0.005,0.75,125,5,gs,4,75.0,491.5051229095459,7.0,0.1030451859262007,0.0877636952103036,0.1081390161648331,63.712,940.44,20.2752,44.72448,12.12544,0.4
364.0,500,10,True,5,5,50,0.005,0.75,125,5,gs,5,75.0,523.370756778717,6.0,0.1031081258045233,0.0929562188941852,0.106492094774636,62.06399999999999,746.16,18.46208,37.9264,11.973973333333332,0.5
364.0,500,10,True,5,5,50,0.005,0.75,125,5,gs,6,75.0,560.8811840820313,8.0,0.1023528872076777,0.0971232999154204,0.1040960829717634,37.248000000000005,468.48,19.00912,30.90368,15.044266666666667,0.6
364.0,500,10,True,5,5,50,0.005,0.75,125,5,gs,7,75.0,602.0983548164368,5.0,0.1053275856738508,0.1012348895696981,0.1066918177085683,52.464,490.76,11.30368,24.79552,6.8064,0.7
364.0,500,10,True,5,5,50,0.005,0.75,125,5,gs,8,75.0,641.4272435760498,4.0,0.1057513347766306,0.1028731489761825,0.1067107300434466,47.488,283.2,8.45024,18.71872,5.0274133333333335,0.8
364.0,500,10,True,5,5,50,0.005,0.75,125,5,gs,9,75.0,668.9579036521911,3.0,0.1068555809076975,0.1066676347403241,0.1069182296301553,11.08,59.28,3.01072,3.79008,2.750933333333333,0.9
364.0,500,10,True,5,5,50,0.005,0.75,125,5,gs,10,75.0,670.1495392894744,1.0,0.1071567446202661,0.107332039323604,0.1070983130524868,0.0,0.0,0.0,0.0,0.0,1.0
364.0,500,10,True,5,5,50,0.005,0.75,125,5,boston,10,75.0,443.2826071739197,2.0,0.1071550476725878,0.1069857655448663,0.1072114750484951,0.0,0.0,0.0,0.0,0.0,1.0
365.0,500,10,True,5,5,50,0.005,0.75,125,8,gs,1,75.0,513.1655064296723,9.0,0.0930050200245898,0.0596290604826957,0.1041303398718878,74.056,1438.96,26.768,67.99936,13.024213333333332,0.1
365.0,500,10,True,5,5,50,0.005,0.75,125,8,gs,2,75.0,529.6806579971313,11.0,0.0860968467876644,0.0546789973643236,0.0965694632621114,67.792,1231.28,30.74752,68.63808,18.11733333333333,0.2
365.0,500,10,True,5,5,50,0.005,0.75,125,8,gs,3,75.0,546.9730104541778,10.0,0.0900113227372673,0.0591662821337634,0.1002930029384352,62.184,1202.0,24.31104,63.34272,11.30048,0.3
365.0,500,10,True,5,5,50,0.005,0.75,125,8,gs,4,75.0,572.9471201324463,8.0,0.0937749631659738,0.0723539579148457,0.1009152982496832,73.992,1188.32,18.257440000000003,51.90784000000001,7.04064,0.4
365.0,500,10,True,5,5,50,0.005,0.75,125,8,gs,5,75.0,611.7429551696778,7.0,0.0950664570187174,0.0841154639473869,0.0987167880424943,68.72800000000001,947.16,15.0872,39.22816,7.040213333333334,0.5
365.0,500,10,True,5,5,50,0.005,0.75,125,8,gs,6,75.0,649.2453959465026,6.0,0.0958982751840126,0.0900200026665233,0.0978576993565091,73.664,731.44,12.84864,30.562560000000005,6.944,0.6
365.0,500,10,True,5,5,50,0.005,0.75,125,8,gs,7,75.0,687.0507513523102,5.0,0.0963577376211771,0.0937277108719275,0.0972344132042603,41.728,384.12,11.09824,19.855360000000005,8.179200000000002,0.7
365.0,500,10,True,5,5,50,0.005,0.75,125,8,gs,8,75.0,726.1295171070099,4.0,0.0970429521912716,0.0949132022906953,0.097752868824797,37.552,243.72,7.32736,13.96672,5.114240000000001,0.8
365.0,500,10,True,5,5,50,0.005,0.75,125,8,gs,9,75.0,754.7684998130799,3.0,0.0977307967724811,0.0974086280224026,0.0978381863558406,12.008,62.04,3.22288,3.89184,2.999893333333333,0.9
365.0,500,10,True,5,5,50,0.005,0.75,125,8,gs,10,75.0,755.9673523616791,1.0,0.0981389268047625,0.0981102602780494,0.0981484823136668,0.0,0.0,0.0,0.0,0.0,1.0
365.0,500,10,True,5,5,50,0.005,0.75,125,8,boston,10,75.0,506.6844512462616,2.0,0.0981283561241385,0.0980661792188164,0.0981490817592458,0.0,0.0,0.0,0.0,0.0,1.0
366.0,500,10,True,5,5,50,0.005,0.75,125,10,gs,1,75.0,489.1672872638703,7.0,0.1033898518548712,0.0862735501171734,0.1090952857674371,65.512,1150.4,26.36,53.70816,17.243946666666666,0.1
366.0,500,10,True,5,5,50,0.005,0.75,125,10,gs,2,75.0,499.8569399642944,11.0,0.0995641547381188,0.0785546293179496,0.1065673298781752,62.136,1153.56,28.073760000000004,55.544320000000006,18.916906666666662,0.2
366.0,500,10,True,5,5,50,0.005,0.75,125,10,gs,3,75.0,520.4452622509002,6.0,0.1035657047710028,0.0840145537673859,0.1100827551055418,71.584,1210.96,21.68128,50.16704,12.186026666666669,0.3
366.0,500,10,True,5,5,50,0.005,0.75,125,10,gs,4,75.0,549.627866973877,8.0,0.1032110582171933,0.0878052405096677,0.1083463307863684,63.752,1000.24,19.71904,44.74304,11.377706666666668,0.4
366.0,500,10,True,5,5,50,0.005,0.75,125,10,gs,5,75.0,583.8471714782714,9.0,0.1030914993767035,0.0933237942577963,0.1063474010830059,62.208,756.76,18.48768,37.69984,12.083626666666667,0.5
366.0,500,10,True,5,5,50,0.005,0.75,125,10,gs,6,75.0,622.1996740341186,10.0,0.1022997369847896,0.0973372138363155,0.1039539113676143,37.216,469.16,19.0056,30.7136,15.102933333333333,0.6
366.0,500,10,True,5,5,50,0.005,0.75,125,10,gs,7,75.0,663.2692643642425,5.0,0.1053188629871185,0.1013364554837174,0.1066463321549189,52.4,489.68,11.30736,24.71552,6.837973333333333,0.7
366.0,500,10,True,5,5,50,0.005,0.75,125,10,gs,8,75.0,704.408110704422,4.0,0.1056981852940906,0.1026531526116993,0.1067131961882211,47.416,283.32,8.47712,18.91648,4.997333333333334,0.8
366.0,500,10,True,5,5,50,0.005,0.75,125,10,gs,9,75.0,730.956916513443,3.0,0.1068126548379041,0.1067353980000617,0.1068384071171849,11.04,59.2,3.04416,3.79264,2.794666666666667,0.9
366.0,500,10,True,5,5,50,0.005,0.75,125,10,gs,10,75.0,732.1049043560029,1.0,0.1071802531233915,0.1072310555197685,0.1071633189912659,0.0,0.0,0.0,0.0,0.0,1.0
366.0,500,10,True,5,5,50,0.005,0.75,125,10,boston,10,75.0,482.6932579135895,2.0,0.1071550476725878,0.1069857655448663,0.1072114750484951,0.0,0.0,0.0,0.0,0.0,1.0
367.0,500,10,True,5,5,50,0.005,1.0,0,5,gs,1,100.0,659.6538825893402,11.0,0.0729389786312234,0.0,0.0729389786312234,78.04,1217.12,48.56,0.0,48.56,0.1
367.0,500,10,True,5,5,50,0.005,1.0,0,5,gs,2,100.0,669.5177209949493,10.0,0.0764412261861234,0.0,0.0764412261861234,90.984,1351.2,42.39952,0.0,42.39952,0.2
367.0,500,10,True,5,5,50,0.005,1.0,0,5,gs,3,100.0,685.359659128189,8.0,0.0790155344307822,0.0,0.0790155344307822,87.92,1207.44,36.66912,0.0,36.66912,0.3
367.0,500,10,True,5,5,50,0.005,1.0,0,5,gs,4,100.0,713.3175626754761,9.0,0.0789909252836311,0.0,0.0789909252836311,86.056,960.64,34.19024,0.0,34.19024,0.4
367.0,500,10,True,5,5,50,0.005,1.0,0,5,gs,5,100.0,753.2380352592468,7.0,0.0791357641353584,0.0,0.0791357641353584,54.992,640.92,31.6832,0.0,31.6832,0.5
367.0,500,10,True,5,5,50,0.005,1.0,0,5,gs,6,100.0,814.9150286102295,6.0,0.0854712290622992,0.0,0.0854712290622992,65.264,742.44,18.28624,0.0,18.28624,0.6
367.0,500,10,True,5,5,50,0.005,1.0,0,5,gs,7,100.0,878.7545950317383,5.0,0.0863628779748028,0.0,0.0863628779748028,67.592,593.72,15.24416,0.0,15.24416,0.7
367.0,500,10,True,5,5,50,0.005,1.0,0,5,gs,8,100.0,936.9192431640626,3.0,0.0874215660384822,0.0,0.0874215660384822,59.70399999999999,404.0,8.11776,0.0,8.11776,0.8
367.0,500,10,True,5,5,50,0.005,1.0,0,5,gs,9,100.0,981.6264294815064,4.0,0.0873715983985475,0.0,0.0873715983985475,23.416,120.04,4.348,0.0,4.348,0.9
367.0,500,10,True,5,5,50,0.005,1.0,0,5,gs,10,100.0,983.2159125232696,2.0,0.0876092836621379,0.0,0.0876092836621379,0.0,0.0,0.0,0.0,0.0,1.0
367.0,500,10,True,5,5,50,0.005,1.0,0,5,boston,10,100.0,655.394369544983,1.0,0.0876330641927367,0.0,0.0876330641927367,0.0,0.0,0.0,0.0,0.0,1.0
368.0,500,10,True,5,5,50,0.005,1.0,0,8,gs,1,100.0,642.7729652309417,1.0,0.1068803152326705,0.0,0.1068803152326705,81.168,1499.96,19.32,0.0,19.32,0.1
368.0,500,10,True,5,5,50,0.005,1.0,0,8,gs,2,100.0,662.5091389942169,2.0,0.1051384359078732,0.0,0.1051384359078732,94.144,1711.52,17.27168,0.0,17.27168,0.2
368.0,500,10,True,5,5,50,0.005,1.0,0,8,gs,3,100.0,690.8490854167939,8.0,0.1029200975725543,0.0,0.1029200975725543,94.944,1491.68,17.77728,0.0,17.77728,0.3
368.0,500,10,True,5,5,50,0.005,1.0,0,8,gs,4,100.0,720.9977974796295,11.0,0.0962092547630992,0.0,0.0962092547630992,71.872,857.08,24.26576,0.0,24.26576,0.4
368.0,500,10,True,5,5,50,0.005,1.0,0,8,gs,5,100.0,762.933600358963,10.0,0.1016894716815508,0.0,0.1016894716815508,62.96,765.48,16.190720000000002,0.0,16.190720000000002,0.5
368.0,500,10,True,5,5,50,0.005,1.0,0,8,gs,6,100.0,811.9266836357117,9.0,0.1027609242458614,0.0,0.1027609242458614,60.088,636.04,12.54608,0.0,12.54608,0.6
368.0,500,10,True,5,5,50,0.005,1.0,0,8,gs,7,100.0,864.6649093818664,6.0,0.1042740724539194,0.0,0.1042740724539194,64.27199999999999,492.52,7.88752,0.0,7.88752,0.7
368.0,500,10,True,5,5,50,0.005,1.0,0,8,gs,8,100.0,913.173415145874,7.0,0.1040880231008892,0.0,0.1040880231008892,30.808000000000003,199.04,6.6312,0.0,6.6312,0.8
368.0,500,10,True,5,5,50,0.005,1.0,0,8,gs,9,100.0,950.388196964264,5.0,0.1046930870502289,0.0,0.1046930870502289,12.528,66.32,3.04688,0.0,3.04688,0.9
368.0,500,10,True,5,5,50,0.005,1.0,0,8,gs,10,100.0,951.9820316982268,3.0,0.105054189166031,0.0,0.105054189166031,0.0,0.0,0.0,0.0,0.0,1.0
368.0,500,10,True,5,5,50,0.005,1.0,0,8,boston,10,100.0,634.7593285369873,4.0,0.105048577009171,0.0,0.105048577009171,0.0,0.0,0.0,0.0,0.0,1.0
369.0,500,10,True,5,5,50,0.005,1.0,0,10,gs,1,100.0,686.3197561836242,7.0,0.1057506304224365,0.0,0.1057506304224365,70.648,1217.52,25.04,0.0,25.04,0.1
369.0,500,10,True,5,5,50,0.005,1.0,0,10,gs,2,100.0,702.7024153804779,11.0,0.1031972069239075,0.0,0.1031972069239075,75.024,1297.4,24.99296,0.0,24.99296,0.2
369.0,500,10,True,5,5,50,0.005,1.0,0,10,gs,3,100.0,733.1282135009766,6.0,0.106399727722666,0.0,0.106399727722666,86.2,1391.68,18.57504,0.0,18.57504,0.3
369.0,500,10,True,5,5,50,0.005,1.0,0,10,gs,4,100.0,775.21782538414,8.0,0.1050816694924645,0.0,0.1050816694924645,72.048,1078.24,18.00656,0.0,18.00656,0.4
369.0,500,10,True,5,5,50,0.005,1.0,0,10,gs,5,100.0,820.7153016662597,9.0,0.1046345071751213,0.0,0.1046345071751213,71.328,858.72,16.6128,0.0,16.6128,0.5
369.0,500,10,True,5,5,50,0.005,1.0,0,10,gs,6,100.0,870.3880384635926,10.0,0.1033992527181692,0.0,0.1033992527181692,42.648,525.96,17.47856,0.0,17.47856,0.6
369.0,500,10,True,5,5,50,0.005,1.0,0,10,gs,7,100.0,925.9391256046296,4.0,0.1066505945178516,0.0,0.1066505945178516,60.128,553.44,9.1424,0.0,9.1424,0.7
369.0,500,10,True,5,5,50,0.005,1.0,0,10,gs,8,100.0,980.6117056751252,5.0,0.1066082788991726,0.0,0.1066082788991726,55.008,329.4,6.71936,0.0,6.71936,0.8
369.0,500,10,True,5,5,50,0.005,1.0,0,10,gs,9,100.0,1018.3789186763764,3.0,0.1069040114555826,0.0,0.1069040114555826,12.095999999999998,64.92,2.9747200000000005,0.0,2.9747200000000005,0.9
369.0,500,10,True,5,5,50,0.005,1.0,0,10,gs,10,100.0,1019.9929388141632,1.0,0.1072048716575794,0.0,0.1072048716575794,0.0,0.0,0.0,0.0,0.0,1.0
369.0,500,10,True,5,5,50,0.005,1.0,0,10,boston,10,100.0,676.4173302745819,2.0,0.1071550476725878,0.0,0.1071550476725878,0.0,0.0,0.0,0.0,0.0,1.0
370.0,500,10,True,5,5,50,0.01,0.5,250,5,gs,1,50.0,303.6161072063446,11.0,0.0661016857947719,0.0174462086693418,0.114757162920202,50.0,641.8,54.328,90.64,18.016,0.1
370.0,500,10,True,5,5,50,0.01,0.5,250,5,gs,2,50.0,309.3466592311859,10.0,0.0709717324894741,0.0375600202538369,0.1043834447251113,46.392,706.72,47.17824,78.14752,16.20896,0.2
370.0,500,10,True,5,5,50,0.01,0.5,250,5,gs,3,50.0,321.5486164665222,9.0,0.0727124869627095,0.0465472018840028,0.0988777720414161,45.624,687.68,43.2888,71.37792,15.19968,0.3
370.0,500,10,True,5,5,50,0.01,0.5,250,5,gs,4,50.0,336.84671712875365,8.0,0.0772019810509264,0.0587227261431025,0.0956812359587503,44.536,658.28,36.30864,61.21088,11.4064,0.4
370.0,500,10,True,5,5,50,0.01,0.5,250,5,gs,5,50.0,356.0734561061859,7.0,0.0799524796545818,0.0674259001976689,0.0924790591114947,41.392,522.12,31.59664,52.1104,11.08288,0.5
370.0,500,10,True,5,5,50,0.01,0.5,250,5,gs,6,50.0,378.34493335723874,6.0,0.0834931381353822,0.0730642146174495,0.093922061653315,43.896,470.28,24.86624,44.812160000000006,4.92032,0.6
370.0,500,10,True,5,5,50,0.01,0.5,250,5,gs,7,50.0,403.10210571289065,5.0,0.0864783817432524,0.0810802387420466,0.0918765247444581,36.736,317.96,19.0664,32.045440000000006,6.08736,0.7
370.0,500,10,True,5,5,50,0.01,0.5,250,5,gs,8,50.0,431.26359310150144,4.0,0.0876603567377375,0.0859344229708733,0.0893862905046016,23.712,173.92,15.28144,21.20544,9.35744,0.8
370.0,500,10,True,5,5,50,0.01,0.5,250,5,gs,9,50.0,455.16472620010376,3.0,0.0889199723670916,0.0885794376739448,0.0892605070602383,16.76,87.08,9.9488,12.70144,7.19616,0.9
